"","timestamp","Asset_ID","Close"
"1",1,4,2.29053533333333
"2",1,3,609.011666666667
"3",1,1,409.6345
"4",1,2,47313.3514285714
"5",1,5,0.2332882
"6",1,6,4.92184
"7",1,8,55.376325
"8",1,7,3342.82
"9",1,9,1.51375
"10",1,10,175.8215
"11",1,11,2771.00493333333
"12",1,14,0.1036156
"13",1,13,0.314503857142857
"14",1,12,261.184
"15",2,4,2.28689866666667
"16",2,3,608.174
"17",2,1,409.07
"18",2,2,47243.9302334575
"19",2,5,0.2328605
"20",2,6,4.9176
"21",2,8,55.2969666666667
"22",2,7,3336.38571428571
"23",2,9,1.50975
"24",2,10,175.463333333333
"25",2,11,2770.2912
"26",2,14,0.10347625
"27",2,13,0.313826166666667
"28",2,12,260.77
"29",3,4,2.2815255
"30",3,3,606.794
"31",3,1,408.272
"32",3,2,47197.2714285714
"33",3,5,0.232692
"34",3,6,4.90168
"35",3,8,55.2104
"36",3,7,3329.89666666667
"37",3,9,1.50515
"38",3,10,175.1922
"39",3,11,2760.448
"40",3,14,0.103232333333333
"41",3,13,0.3131322
"42",3,12,260.243333333333
"43",4,4,2.28096583333333
"44",4,3,606.5475
"45",4,1,408.2705
"46",4,2,47207.9457142857
"47",4,5,0.23268075
"48",4,6,4.89016666666667
"49",4,8,55.128525
"50",4,7,3328.00833333333
"51",4,9,1.50515
"52",4,10,174.677285714286
"53",4,11,2761.40586666667
"54",4,14,0.103244
"55",4,13,0.312515333333333
"56",4,12,259.984
"57",5,4,2.27964433333333
"58",5,3,606.7325
"59",5,1,408.358
"60",5,2,47206.3471428572
"61",5,5,0.2324685
"62",5,6,4.890375
"63",5,8,55.0947
"64",5,7,3329.11285714286
"65",5,9,1.5025
"66",5,10,174.365
"67",5,11,2761.09676666667
"68",5,14,0.103223
"69",5,13,0.31253775
"70",5,12,260.033333333333
"71",6,4,2.2783046
"72",6,3,606.602
"73",6,1,408.354
"74",6,2,47224.8057142857
"75",6,5,0.23250075
